40,50
35,40
53,43
56,37
65,35
64,42
57,48
72,35
49,42
61,52
40,50

40,50
63,65
55,80
55,82
60,85
62,80
58,75
65,82
67,85
35,69
40,50

40,50
37,31
27,43
24,58
20,50
10,40
5,35
0,45
40,50

40,50
31,52
26,52
8,40
10,35
4,18
20,20
15,10
40,50

40,50
5,45
2,45
2,40
0,40
2,60
18,80
20,80
25,85
31,67
40,50

40,50
60,80
65,85
65,55
85,35
87,30
47,47
40,50

40,50
20,85
20,82
22,75
15,75
18,75
15,80
22,85
15,60
40,50

40,50
65,20
85,25
92,30
88,30
95,30
67,5
40,50

40,50
10,20
25,30
26,35
21,24
42,15
38,15
42,5
40,50

40,50
45,30
38,5
44,5
42,12
50,35
40,50

40,50
45,65
49,58
40,50

40,50
8,45
8,56
40,50

40,50
88,35
90,35
95,35
55,54
55,60
40,50

40,50
40,5
42,10
40,15
30,25
41,37
40,50

40,50
37,47
57,29
40,60
40,50

40,50
60,12
55,20
63,23
23,3
40,50

40,50
5,5
12,24
30,60
40,50

40,50
6,68
55,85
40,50

40,50
35,5
40,50

